Type;Name;Id;ImageName;Property;Effect;Notes
ItemAfterbirth;Glass Cannon;352;collectibles_352;canon;*Fires a single high-damage piercing tear which can travel over obstacles.*Sets Isaac's health to half a heart. This also removes any soul or black hearts.;*The item recharges actively after use, similar to items like The Boomerang, allowing repeated usage within the same room.*Note that shooting the glass cannon gives a slight knock-back effect to Isaac. Can be dangerous in rooms with obstacles like spikes or fires.*The Lost can safely activate the cannon despite not having any hearts.
ItemAfterbirth;Bomber Boy;353;collectibles_353;bomb;Causes bombs to explode in a large cross-shaped blast, similar to the explosion patterns from the Bomberman games.;
ItemAfterbirth;Crack Jacks;354;collectibles_354;box;*Grants Isaac a full heart container.*Spawns one random Trinket.;
ItemAfterbirth;Mom's Pearls;355;collectibles_355;pearl grey;*Range up.*Luck up.;
ItemAfterbirth;Car Battery;356;collectibles_356;black battery;Doubles the effect of Isaac's activated item.;
ItemAfterbirth;Box of Friends;357;collectibles_357;box gold;Upon use, it adds one copy of each of Isaac's familiars for the duration of the current room.;*If Isaac has more than one copy of the same familiar, it will still only add one copy.*If used with Cube of Meat or Ball of Bandages, it will upgrade them for the current room. This can be used to easily unlock the Super Meat Boy and Bandage Girl achievements.*Box of Friends has no effect on Isaac's Heart, Isaac's Head, ???'s Soul, or Milk!. Key pieces are multiplied, but do not complete the other half.*1up! and Dead Cat are multiplied but do not give the player additional lives.*Familiars that generate pickups are multiplied. The copies will drop pickups independently.*When used without any familiars, it will give Isaac a Demon Baby familiar for the current room.*If Isaac has a familiar that only spawns when Isaac takes damage (Best Bud for example), upon using Box of Friends the familiar spawns.*The stomping Daddy Longlegs familiar will also be multiplied for the current room.*Does not work with familiars that were generated using the Monster Manual.*When used upon entering a room, Box of Friends eliminates Bob's Brain's delay, which allows Isaac to launch Bob's Brain immediately.
ItemAfterbirth;The Wiz;358;collectibles_358;drop silver;*Isaac fires tears from both eyes at the same time.*Isaac's tears are fired diagonally outwards, similar to the effect of the R U A Wizard? pill.*Isaac's tears travel above all obstacles.;
ItemAfterbirth;8 Inch Nails;359;collectibles_359;nail silver;*+1.5 Damage up.*Isaac's tears are replaced with nails, which have increased knockback.*Does not grant penetrative shots, despite the appearance of Isaac's tears.;
ItemAfterbirth;Incubus;360;collectibles_360;black bat;Isaac fires tears from a demonic familiar next to him, which takes on all of the properties of Isaac's tear-related items;
ItemAfterbirth;Fate's Reward;361;collectibles_361;blue face;Spawns a familiar that fires tears with the same damage and tear effects as Isaac's tears.;
ItemAfterbirth;Lil Chest;362;collectibles_362;brown box;Drops consumables found in chests in random intervals;
ItemAfterbirth;Sworn Protector;363;collectibles_363;angel;*Spawns an orbital familiar that blocks enemy shots and deals 7 damage per tick.*Sworn Protector has a small chance to drop an eternal heart upon blocking a shot.;
ItemAfterbirth;Friend Zone;364;collectibles_364;fly;*Spawns a white fly familiar that slowly orbits Isaac and damages enemies.*Damage tick delay is slower than both Forever Alone and Distant Admiration.;
ItemAfterbirth;Scatter Bombs;366;collectibles_366;bomb;*+5 bombs.*Bombs split into 2-4 smaller bombs after exploding.;
ItemAfterbirth;Epiphora;368;collectibles_368;water drop;*Rate of fire gradually increases as Isaac shoots in one direction. Accuracy also decreases as fire rate increases.*Rate of fire returns to its original value if Isaac stops firing, changes firing directions, or is hit.;
ItemAfterbirth;Continuum;369;collectibles_369;pink,;*When Isaac shoots tears off-screen, they loop back around through the wall behind him.*Isaac's tears also move through obstacles stopping before and behind it.;
ItemAfterbirth;Mr. Dolly;370;collectibles_370;doll;*Range up.*Tears up.*Spawns three random hearts (red/soul/black) on pickup.;
ItemAfterbirth;Charged Baby;372;collectibles_372;battery;*Occasionally spawns a little battery.*Occasionally adds a charge to Isaac's activated item.*Occasionally freezes all enemies.;
ItemAfterbirth;Dead Eye;373;collectibles_373;eye blood;*Isaac's damage increases for each successive tear hit on enemies, up to a multiplier of 2x damage.*The multiplier increases by 0.125x for each hit, going up to 2x after 8 successive hits.*If a tear misses, and hits something else, the multiplier is reset back to 1.*As the multiplier increases, Isaac's tears glow red and increase in size.;*The effect is triggered by many entities aside from enemies. Shooting poop, flames, or even moving spikes and Stone Grimaces will count towards the multiplier. This can be used to preemptively increase damage before entering a new room.*If the effect is triggered and then the D4 or a Dice Room with 1 or 6 pips is activated, all of Isaac's tears will glow red. (Unsure if only a visual effect, or damage as well)
ItemAfterbirth;Holy Light!;374;collectibles_374;light;*Isaac has a chance to fire a glowing blue tear that, after colliding with an enemy, spawns a damaging beam of light (similar to Crack The Sky).*Each beam of light deals triple Isaac's tear damage.;
ItemAfterbirth;Host Hat;375;collectibles_375;face head;*Adds a chance to block projectiles. When a projectile is effectively blocked, Isaac's Host Hat will fire 3 bullets similar to the Host's.*Bullets fired from Host Hat have effects from Isaac's tears.*Isaac becomes immune to explosions;
ItemAfterbirth;Restock;376;collectibles_376;arrow;*Upon purchasing an item from the Shop, a new purchasable item is added to the store's inventory.*Collectibles created correspond to the Shop's item pool.;
ItemAfterbirth;Bursting Sack;377;collectibles_377;spiders;Most spider enemies no longer target or deal contact damage to Isaac.;This item is similar to Skatole, only affecting spiders instead of flies.
ItemAfterbirth;Pupula Duplex;379;collectibles_379;eyes;*Widens Isaac's tears, increasing their hitbox.*Grants spectral tears.;
ItemAfterbirth;Pay To Play;380;collectibles_380;slot;*+5 coins.*Allows player to enter locked rooms using coins instead of keys.;
ItemAfterbirth;Eden's Blessing;381;collectibles_381;flower;*Tears up.*Grants a random item at the start of the next run.;The effect does not work if Eden's Blessing was obtained on a seeded run or a challenge run.
ItemAfterbirth;Friendly Ball;382;collectibles_382;ball;*The friend ball will instantly kill any non-boss enemy, trapping them inside the ball.*Then the trapped enemy can be released, now charmed, to fight along side Isaac until it dies.;
ItemAfterbirth;Tear Detonator;383;collectibles_383;box;Once activated, all tears in the air split into 6 tears. Similar to the Tammy's Head effect.;
ItemAfterbirth;Lil Gurdy;384;collectibles_384;ball head face;*This item is an attacking familiar that is launched in the direction the player is firing after a short charge-up period.*It bounces off walls multiple times, much like Gurdy Jr., damaging enemies on touch.;
ItemAfterbirth;D12;386;collectibles_386;dice;Re-rolls all rocks in the current room into other obstacles.;Urns, mushrooms, skulls, and polyps can be re-rolled. Depending on the current chapter, rocks can also be re-rolled into them.
ItemAfterbirth;Censer;387;collectibles_387;cross gold;Gives Isaac a familiar projecting a circular aura that slows enemies and bullets within its radius.;
ItemAfterbirth;Key Bum;388;collectibles_388;head;Spawns a familiar that follows Isaac around and collects keys, dropping random Chests in return.;
ItemAfterbirth;Rune Bag;389;collectibles_389;bag pink;Every 3 rooms, drops a random rune. If there are no runes unlocked it will drop cards instead.;
ItemAfterbirth;Betrayal;391;collectibles_391;knife blood;Upon taking damage, all enemies in the room are charmed.;
ItemAfterbirth;Zodiac;392;collectibles_392;cross ;Gives Isaac a random Zodiac item that changes each floor.;
ItemAfterbirth;Serpent's Kiss;393;collectibles_393;lipps;*Grants poison tears, dealing damage over time when inflicted.*Inflicts poison on enemies who make contact with Isaac.*Enemies killed by the poison have a chance to drop Black Hearts;
ItemAfterbirth;Marked;394;collectibles_394;cross;Creates a controllable crosshair. Isaac automatically and continuously fires towards the crosshair.;
ItemAfterbirth;Tech X;395;collectibles_395;vr;*Isaac's tears are replaced with laser rings.*Shots can be charged to increase the size of the rings.*Only the outer circumference of the rings will deal damage.;
ItemAfterbirth;Ventricle Razor;396;collectibles_396;knife blood;*When used for the first time, Isaac creates an orange trapdoor under where he is standing. The next time he uses the item, he creates a blue trapdoor under his feet. Isaac can then walk over either of the trapdoors to teleport instantly to the location of the other one.*Activating the item more than twice will replace the older of the two trapdoors.*The trapdoors can be placed in any room.;*Placing a trapdoor in a Devil or Angel room will remove the portal once the room is inaccessible.*This item can be used to escape Challenge Rooms or the Boss Rush.*Having the Car Battery makes this item useless, as both portals are placed on top of each other.
ItemAfterbirth;Tractor Beam;397;collectibles_397;light beam;*A beam appears directly in front of Isaac in the direction that his head is facing. Isaac's tears travel in the path of the beam.*When Isaac moves or turns his head, tears that are mid-flight will snap to the beam.*Tears up.;
ItemAfterbirth;Maw of The Void;399;collectibles_399;red;*+1.0 Damage up.*After firing tears for three seconds, releasing the fire button unleashes a ring of black Brimstone around Isaac that expands and contracts and deals damage to all enemies within it.*The charge is completed when a red upside-down cross appears on Isaac's forehead.*Enemies killed by the black ring have a chance to drop Black Hearts.;
ItemAfterbirth;Spear of Destiny;400;collectibles_400;spear;Isaac holds a spear in front of him that deals 2 times his tear damage to enemies.;*Spear of Destiny does not replace tears.*The item is similar to Mom's Knife, although it cannot be fired.*If Isaac loses his body via an item, the Spear of Destiny will not be able to be used.*Despite its size, the spear's hitbox is actually only located on the silver part and the handle, making it only effective at very close range.*In the Guardian challenge, the spear is reskinned to look like a sword.
ItemAfterbirth;Explosivo;401;collectibles_401;bomb;Isaac's tears have a chance to stick to enemies and explode a few seconds afterwards, dealing 60 damage plus Isaac's tear damage.;Tears that stick to enemies do not deal any damage until they explode.
ItemAfterbirth;Chaos;402;collectibles_402;cross;*Drops 1-6 random pickups around Isaac.*Causes items to be chosen from random Item Pools.;As the item does not actually mix or combine item pools, it is possible to quickly deplete smaller item pools and end up with Breakfast.
ItemAfterbirth;Farting Baby;404;collectibles_404;baby green;*Spawns a familiar that follows Isaac around and blocks enemy projectiles. Upon blocking a shot it has a chance of farting. There are three possible fart effects:*Poison all nearby enemies (The Bean and The Black Bean)*Knock back nearby enemies (Butter Bean)*Charm all nearby enemies (Kidney Bean);
ItemAfterbirth;GB Bug;405;collectibles_405;red green silver;Spawns a familiar that bounces around the room and applies a random status effect to enemies it comes in contact with.;
ItemAfterbirth;D8;406;collectibles_406;black rock;Re-rolls Isaac's speed, range, tears, and damage.;*Luck, shot speed, and tear height are unaffected.*The item will most often increase two and decrease two of Isaac's stats, although it is possible for it to increase three and decrease one or increase one and decrease three.
ItemAfterbirth;Purity;407;collectibles_407;flower;*Purity will boost one of Isaac's stats depending on the color of the aura around him:*Red: +4.0 Damage (roughly)*Blue: -4 Tear Delay (roughly)*Yellow: +0.5 Speed Up*Orange: +7.5 Range Up*When Isaac takes damage, the aura will be removed. When the next room is entered, the aura will reappear with a random color.;
ItemAfterbirth;Athame;408;collectibles_408;silver;*Whenever Isaac takes damage, a black ring briefly appears around Isaac, dealing damage to all nearby enemies.*When an enemy is killed with the black ring, there is a chance for it to drop a black heart.;*The ring is similar in appearance to the combination of The Ludovico Technique and Brimstone.*It is identical to the ring created by Maw of the Void.
ItemAfterbirth;Empty Vessel;409;collectibles_409;bomb;*Grants 2 Black Hearts on pickup.*When Isaac has no red hearts:*Grants flight.*Chance to trigger the Book Of Shadows effect randomly, creating a shield that nullifies all types of damage for 10 seconds. Can occur only once per room.*As soon as Isaac has half a red heart or more, this item deactivates.;The changed texture of the player's body is the same as The Lost's, but recolored.
ItemAfterbirth;Evil Eye;410;collectibles_410;eye;Isaac will occasionally fire a tear with longer range and slower shot speed that acts much like Cain's Other Eye, shooting tears in the same direction as Isaac;
ItemAfterbirth;Lusty Blood;411;collectibles_411;heart;Each time an enemy is killed, Isaac gains a damage boost for the current room.;
ItemAfterbirth;Cambion Conception;412;collectibles_412;red;*Upon taking damage a certain number of times, Isaac gains a permanent demonic Familiar. Possible familiars include:*Dark Bum*Demon Baby*Incubus*Leech*Lil' Brimstone*Succubus*The first and second familiars will each spawn after taking damage 15 times. The third and fourth familiars will each spawn after taking damage 30 more times. No further familiars will spawn. As a result, after taking damage 90 times, four out of five of these familiars will have spawned.;*Only one of each type of familiar can be spawned.*Familiars spawned this way do not count towards transformations
ItemAfterbirth;Immaculate Conception;413;collectibles_413;white;*Upon picking up enough heart pickups, Isaac gains a permanent angelic familiar. Possible familiars include:*Holy Water*Guardian Angel*Sworn Protector*The Relic*Seraphim*The first and second familiars will spawn after picking up 15 heart pickups each. The third, fourth, and fifth familiars will spawn after picking up 30 heart pickups each. No further familiars will spawn.;
ItemAfterbirth;More Options;414;collectibles_414;? Questionmark;Spawns two items instead of one in each Treasure Room (except when the Treasure Room is small instead of normal-sized). Only one item can be chosen the other disappears.;
ItemAfterbirth;Succubus;417;collectibles_417;bat black;*Spawns a familiar that bounces around the room and has a dark aura around it.*Enemies within the radius of the aura take damage. This damage scales with Isaac's current damage.*If Isaac is within the aura, his tears gain a 1.5x damage multiplier.;
ItemAfterbirth;Fruit Cake;418;collectibles_418;cake brown;*Grants Isaac rainbow tears.*The type of randomized tear is determined upon firing a tear.*When combined with a multi-tear effect such as Mutant Spider each tear will have its own effect.;
ItemAfterbirth;Kidney Bean;421;collectibles_421;heart;Upon use, Isaac farts, charming all nearby enemies.;
ItemAfterbirth;Glowing Hour Glass;422;collectibles_422;time;*Upon usage, Isaac will be returned to the previous room and everything that happened in the current room will be undone.*Health, bombs, coins, keys, cards/runes/pills, items, and trinkets will be restored.;
ItemAfterbirth;Circle of Protection;423;collectibles_423;white;Isaac is surrounded by a pulsating ring of light. Enemies are damaged and enemy shots are reflected as the ring pulsates.;
ItemAfterbirth;Sack Head;424;collectibles_424;mask tears;All bomb, coin, and key pickups have a high chance to be replaced with sacks.;Shopkeepers have a chance to drop this item when destroyed.
ItemAfterbirth;Night Light;425;collectibles_425;light;*A cone of light shines from Isaac's chest that slows all enemies and enemy shots.*The light will face the direction Isaac is moving.*The light doesn't affect bosses, but it will slow their shots.*The slow effect will disappear from enemies when the light stops shining on them, but shots will remain slowed.*Provides immunity to Curse of Darkness;
ItemAfterbirth;Mine Crafter;427;collectibles_427;tnt;*Upon use, spawns a TNT, which can be pushed around and detonated normally.*Can be used a second time in the same room to remotely detonate the TNT;
ItemAfterbirth;PJs;428;collectibles_428;sweater blue;*Grants 4 soul hearts.*Restores all health.;
ItemAfterbirth;Multidimensional Baby;431;collectibles_431;baby;Spawns a familiar that follows the path that Isaac has moved through after 2.5 seconds. When a friendly tear passes through Multidimensional Baby, the tear gains speed and splits in a 20/20-like fashion, while also flashing black and white and becoming spectral.;
ItemAfterbirth;Glitter Bombs;432;collectibles_432;bomb pink;*Gives 5 bombs.*Isaac's bombs have a chance to spawn a pickup when they explode.*Isaac's bombs have a chance to charm random enemies in the room when they explode.;
ItemAfterbirth;My Shadow;433;collectibles_433;shadow black;*Upon taking damage, an allied Charger spawns.*Isaac keeps the chargers when transitioning between rooms.*The allied chargers will charge at enemies when they have a chance (much like normal chargers). They will attack enemies until they run out of hp either from contact with enemies or hazards (e.g. Spikes or Fireplace).;*The allied chargers are affected by mass slowdown effects from items such as the Stop Watch.*The allied chargers will attract Isaac's tear shots if you have picked up Spoon Bender.
ItemAfterbirth;Jar of Flies;434;collectibles_434;jar fly;*Killing an enemy adds a fly to the jar, up to a maximum of 20.*Upon use, releases Blue Flies equal to the number of flies in the jar;Kills by familiars (including flies from the jar) do not add flies to the jar.
ItemAfterbirth;D7;437;collectibles_437;grey;Upon use, it restarts the room and respawns all enemies. Pickups or chests may be granted for clearing the room.;*The item no longer fully recharges upon clearing a room, since its charge time had been increased from 1 to 3.*The D7 can be used to infinitely farm items in The Chest with the aid of 9 Volt and the AAA Battery trinket.*When used in an room that had no enemies, nothing happens and the charge is consumed.*When used in a boss room, Isaac is teleported to another room on the floor, and those enemies respawn.*When used in a Challenge Room or Boss Challenge Room, nothing happens and the charge is consumed.*When used in a Secret room that previously contained Greed or Super Greed, the room becomes a regular Secret Room
ItemAfterbirth;Binky;438;collectibles_438;blue;*Adds a single Soul Heart.*Tears up.*Decreases Isaac's size, making him less likely to be hit.*Increases the pitch of Isaac's voice.;
ItemAfterbirth;Kidney Stone;440;collectibles_440;blood brown;*-0.2 Speed Down.*-15 Range Down.*+2.0 Tear height*The large decrease in range and tear height increase cause this item to overall be a slight range down.*Occasionally firing tears will cause Isaac to charge an attack with his head pulsating with a red hue instead.*After the attack has charged up, the fire button can be released to fire a kidney stone that deals extra damage while piercing enemies and to fire a barrage of tears afterwards.*Isaac won't be able to fire tears normally until the kidney stone has been fired.;
TrinketRebirth;???'s Soul;57;trinket_057;blue;Spawns a familiar that floats slowly around the room on a zig-zag pattern similar to The Peeper and fires spectral and homing tears.;*Unlike The Peeper, ???'s Soul does no contact damage. *???'s Soul is unable to shoot while flying over obstacles (which is the same behavior that Ghost Baby has). *???'s Soul behaves similarly to the passive item Cain's Other Eye, which fire normal tears instead.
TrinketRebirth;AAA Battery;3;trinket_003;battery;Automatically recharges the last energy slot of an activated item, effectively reducing recharge rates by one.;*Has no effect on items with only one bar of charge or those with automatic recharge. *Effect stacks with the 9 Volt. *Does not work with the second level of charge granted by The Battery. This trinket automatically recharges the last energy slot of an activated item after the penultimate has been recharged by regular means. For example, if the item needs four rooms to charge, it will be charged after completing three rooms.
TrinketRebirth;Ace of Spades;45;trinket_045;card;*Increases the chance of Tarot Cards or Playing Cards dropping after clearing a room *Increases the chance of finding Cards when opening a Chest. *Increases the chance of finding Cards from fortune telling machines.;
TrinketRebirth;Bible Tract;18;trinket_018;book;Increases chance for Eternal Hearts to spawn.;*Despite its pickup quote, this trinket does not alter the chance of finding Angel Rooms in any way.*This trinket is a reference to religious tracts.
TrinketRebirth;Black Lipstick;17;trinket_017;lipstick black;Increases the chance of Black Hearts appearing.;Despite its pickup quote, this trinket does not alter the chance of finding Devil Rooms in any way.
TrinketRebirth;Bloody Penny;49;trinket_049;coin money;Gives a 50% chance to drop a Half Red Heart when money is collected.;
TrinketRebirth;Broken Magnet;6;trinket_006;magnet red;Pulls all types of coins towards Isaac. Ignores all other items.;
TrinketRebirth;Broken Ankh;28;trinket_028;cross broken;When held, Isaac has a chance to be revived as ???. Can occur multiple times in the same run.;*Testing indicates the revival chance is around 20%.*This trinket isn't affected by the Luck stat.
TrinketRebirth;Broken Remote;4;trinket_004;remote;Triggers the Teleport effect whenever an activated item is used.;Upon using The Bible while fighting Mom, Isaac will get teleported out of the room before the death animation is finished, resulting in the boss room being reset.
TrinketRebirth;Burnt Penny;50;trinket_050;penny coin money;Gives a 50% chance to drop a bomb when money is collected.;
TrinketRebirth;Butt Penny;24;trinket_024;penny coin money;*Upon picking up a coin, Isaac farts, knocking back nearby enemies.*The fart does not deal any damage or inflict poison.;
TrinketRebirth;Cain's Eye;59;trinket_059;eye;When starting a floor, 25% chance to get the The Compass effect for the duration of a floor.;
TrinketRebirth;Callus;14;trinket_014;callus red;Prevents damage from creep and floor spikes.;*Does not prevent any damage from Curse Room doors.*Prevents the use of Sacrifice Rooms, unlike flight.*This trinket doesn't protect from Mama Gurdy's spike attack, unlike flight.
TrinketRebirth;Cancer;39;trinket_039;cancer reckful;*-2 Tear delay (tears up).*As this trinket directly affects tear delay, it allows Isaac's tear rate to go over the maximum rate of fire.;
TrinketRebirth;Cartridge;8;trinket_008;cardrige;Grants a chance to trigger The Gamekid effect upon taking damage.;The activation chance depends on the Luck stat, and goes up to 100% with 38 Luck.
TrinketRebirth;Child's Heart;34;trinket_034;heart red;*Increases the chance of a heart dropping after clearing a room.*Increases the chance of finding a heart when opening a chest.;
TrinketRebirth;Counterfeit Penny;52;trinket_052;penny coin money;Gives a 50% chance of increasing the value of every coin pickup by one.;*In addition to regular drop options for all trinkets, this trinket can be found in golden poop, by killing a beggar, or winning at a shell game beggar.*Part of the group of penny-themed trinkets, including the Bloody Penny, Burnt Penny, Butt Penny, Counterfeit Penny, Flat Penny, and Swallowed Penny.
TrinketRebirth;Cursed Skull;43;trinket_043;skull;If Isaac has less than one full red heart after taking damage, he will be immediately teleported to a random room.;It is not recommended to have this item equipped during a boss fight as the boss's health will be restored to 100% if the player is teleported out of the room and returns, placing the player at a disadvantage unless he has acquired a Placenta.
TrinketRebirth;Curved Horn;35;trinket_035;horn;Increases Damage by 2, after normal calculations but before damage multipliers.;
TrinketRebirth;Daemon's Tail;22;trinket_022;tail black;*All Soul/Eternal/Red Heart drops turn into Black Hearts, if they can.*Elements such as Tinted Rocks, Red Chests, Fortune Tellers, Tarot Cards, Little Chad, Bloody Penny, or Blue Fires can't drop Black Hearts. Thus, they will still drop Soul/Red Hearts with Daemon's Tail.*The drop chances for every kind of heart are reduced.*This means that cleared Rooms, Bosses, Slot Machines, Fortune Tellers, Beggars, Fires, Chests, Red Chests, Poops, Tinted Rocks, Items (Gimpy, Old Bandage, Fanny Pack), Trinkets (Bloody Penny), and Familiars (Little Chad, The Relic, etc) have lower chances of spawning any kind of heart.*Hearts that are present upon entering a room for the first time are unaffected by the reduction (for example, the ones found in Curse/Devil/Angel Rooms), but will have their contents converted to Black Hearts.*The exceptions to this are particular Super Secret Rooms, which have the effect of forcing all heart drops to be the kind found within them.*The V - Hierophant and VI - Lovers Tarot Cards have a chance to drop one heart instead of two. The hearts they drop will not be Black Hearts.*If something can drop pickups other than hearts, instead of dropping hearts it will drop its other possible pickups more frequently.*This means that these things will keep the same chance to drop a consumable, with an increased chance for drops other than hearts, and less chance for heart drops.*In particular, you'll have increased chances for Tarot Cards & Trinkets from Fortune Tellers, Bombs and Keys from Tinted Rocks, Pills and items from Red Chests, and Coins from Poops and Fires, while the rest of the mechanics, like Slot Machines, cleared Rooms, Beggars, Chests, and the Fanny Pack can drop any consumable.;
TrinketRebirth;Eve's Bird Foot;60;trinket_060;foot black;*5% chance to spawn a Dead Bird familiar for the current room each time an enemy dies.*Once the Dead Bird spawned there is no chance for a second to appear, this also applies when having the common Dead Bird item.;
TrinketRebirth;Fish Head;29;trinket_029;fish head green;Spawns a Blue Fly every time Isaac takes damage.;
TrinketRebirth;Flat Penny;51;trinket_051;penny coin money;Gives a 50% chance of spawning a Key upon collecting any coin.;
TrinketRebirth;Flat Worm;12;trinket_012;worm;Gives Isaac's tears an oblong appearance.*Increases knock-back.;
TrinketRebirth;Goat Hoof;37;trinket_037;hoof brown;Increases speed by 0.15.;
TrinketRebirth;Hook Worm;26;trinket_026;worm;*Tears move shifting left to right forming a path of right angles.*+10 Range;
TrinketRebirth;Isaac's Fork;46;trinket_046;fork;Grants Isaac a 10% chance for being healed 1/2 a red heart upon clearing a room.;
TrinketRebirth;Isaac's Head;54;trinket_054;head isaac;Isaac's severed head will follow him as a Familiar firing piercing tears, dealing 3.5 damage with each shot.;
TrinketRebirth;Judas' Tongue;56;trinket_056;tounge red;Items in the Devil Room only cost 1 heart container.;
TrinketRebirth;The Left Hand;61;trinket_061;head blood;Replaces every type of chest, excluding Stone Chests, with Red Chests.;*The effect includes chests already spawned. Entering a room that previously contained other types of chests while holding The Left Hand will turn them into Red Chests permanently.*It is advised to drop The Left Hand (by holding either CTRL key for few seconds or holding R2 or RT for 3 seconds on PS4 and Vita and Xbox One, respectively) before entering The Chest, as it will convert the golden chests there which always contain items.*The Left Hand with Guppy's Tail causes all Gold Chests it would usually drop to be Red Chests instead.
TrinketRebirth;Liberty Cap;32;trinket_032;cap grey;Grants a chance of triggering one of the following effects for the current room upon entering it:*Mini Mush.*Odd Mushroom (Large).*Odd Mushroom (Thin).*The Compass.;*If the Compass effect triggers while having the Treasure Map, the Compass effect is permanent for the remainder of the floor. (Other Mushroom effects will still apply in each room with their normal odds)*In addition to regular trinket drop sources, the Liberty Cap has a chance of dropping upon destroying a mushroom.
TrinketRebirth;Lucky Rock;15;trinket_015;rock;Each obstacle destroyed drops one coin.;
TrinketRebirth;Lucky Toe;42;trinket_042;toe;*+1 Luck.;
TrinketRebirth;Maggy's Faith;55;trinket_055;cross  gold;Gives an eternal heart at the start of every floor.;Effect triggered when 5-pip dice room is activated or on Forget Me Now use.
TrinketRebirth;Match Stick;41;trinket_041;stick fire;*Increases the chance of bombs dropping after clearing a room.*Increases the chance of finding bombs when opening a chest.;
TrinketRebirth;A Missing Page;48;trinket_048;page;*Grants a 5% chance to deal damage to all enemies in the room on being hit, similar to The Necronomicon.*The activation chance depends on the Luck stat, and goes up to around 50% with very high Luck (between 50-60 Luck).;
TrinketRebirth;Missing Poster;23;trinket_023;poster;If Isaac dies in a Sacrifice Room while holding it, a particular puzzle piece will be displayed as cause of his death on his last will.;This item has no effect on the player-character or game-state. Its only purpose is to reveal information on how to unlock The Lost through the puzzle pieces.
TrinketRebirth;Mom's Pearl;38;trinket_038;ball;Grants a secondary chance of any non-specific heart drop turning into a soul heart.;
TrinketRebirth;Mom's Toenail;16;trinket_016;nail yellow;*Mom's foot comes down every minute.*Still hurts Isaac for a Heart.*Can blast open doors.;
TrinketRebirth;Monkey's Paw;20;trinket_020;paw;*If Isaac has half a red heart or no red hearts after taking damage, it grants a Black Heart.*The effect can trigger up to three times, after which the trinket will disappear.*The fingers stuck out by the paw will change to display the number of triggers left.;
TrinketRebirth;Mysterious Candy;25;trinket_025;candy brown;Isaac farts or poops at random intervals. Getting hit can also trigger the effect.;
TrinketRebirth;Mysterious Paper;21;trinket_021;paper brown;*Upon hit, has a small chance to activate the Missing Page effect. (Probably the same chance as the Missing Page itself)*Upon hit at one half red heart or less, there is a moderately common chance to trigger the effects of either The Polaroid or The Negative.*Small chance to take the player to the Chest without The Polaroid or the Dark Room without The Negative.*Small chance to display a puzzle piece on Isaac's Last Will in the same way as the Missing Poster.;
TrinketRebirth;Paper Clip;19;trinket_019;paper clip;*Allows Isaac to unlock all chests without using keys.*A chest can even be opened when Isaac has no keys.*Locked doors are unaffected.*Key Blocks are unaffected.;
TrinketRebirth;Petrified Poop;2;trinket_002;poop shit brown;Increases Pickup drop rate from poops.;*Can be used when fighting bosses that spawn poop like Larry Jr. or Dingle, although the drop rate is greatly decreased in these rooms.*Very effective with A Card Against Humanity.
TrinketRebirth;Pinky Eye;30;trinket_030;eye pink;*Adds a 10% chance to shoot a poison tear, dealing damage over time when inflicted.*The activation chance depends on the Luck stat, and goes up to 100% with 18 Luck.;
TrinketRebirth;Pulse Worm;9;trinket_009;worm white;Tears pulsate in size as they travel. The effect changes the hitbox of the tear, but does not affect damage.;
TrinketRebirth;Purple Heart;5;trinket_005;heart purple;The Purple Heart increases the chance of Challenge Rooms to be Boss Challenge Rooms and causes more enemy champions to spawn.;
TrinketRebirth;Push Pin;31;trinket_031;pin;Adds a 10% chance to shoot a piercing and spectral tear.;The tear effect chance depends on the Luck stat, and goes up to 100% at 18 Luck.
TrinketRebirth;Red Patch;40;trinket_040;red patch;Grants a chance of increasing damage by 1.8 for the current room upon taking damage.;Can trigger multiple times in the same room and stack with itself or Razor Blade which provides a similar effect
TrinketRebirth;Ring Worm;11;trinket_011;white worm;Isaac's tears travel in a high-speed spiral pattern.;The tear pattern slightly increases Isaac's effective range.
TrinketRebirth;Rosary Bead;7;trinket_007;red bead;*Increases the chance to see an Angel Room. The Angel Room chance rises from 60% (base chance) to 75%.*Increases the chance to find The Bible in the Library and Shop.;
TrinketRebirth;Rusted Key;36;trinket_036;key rusted;Improves the chances of finding keys and golden chests.;In the original Binding of Isaac, this trinket had no effect.
TrinketRebirth;Safety Cap;44;trinket_044;pill white;*Improves the chance of pills dropping after clearing a room.*Improves the chance of finding a pill when opening a chest.*Gives a chance of finding pills in tinted rocks;
TrinketRebirth;Samson's Lock;58;trinket_058;brown hair lock;*1/15 chance to increase damage by 0.5 for the current room each time an enemy dies.*Samson's Lock can activate up to 10 times per room.*The activation chance depends on the Luck stat, and goes up to 100% with 10 Luck.;
TrinketRebirth;Store Credit;13;trinket_013;credit dollar $;*While holding the trinket, all items in the Shop cost 0 cents.*After purchasing an item, the trinket disappears;
TrinketRebirth;Swallowed Penny;1;trinket_001;penny gold cent;*Spawns a penny, nickel, or a dime upon taking damage, in a similar fashion as the Piggy Bank item.*Can be found by destroying urns & slot machines, in golden & silver chests, or after completing a room.;
TrinketRebirth;Tick;53;trinket_053;tick brown;*Removes 15% of any enemy's health if they have over 60 HP.*Gives Isaac one red heart if he enters an uncleared boss room.*Once picked up, it can't be removed.;
